2 1
01.01.2016 00:00:00.00 3600 2.7777777778e-04
105 0 0.0000096151291767089 0.6
106 0.000000257784059171864 0.0000308551014570083 0.6
107 0.00000107409941652964 0.0000560714250349831 0.6
108 0.00000118161367326993 0.000103627503045277 0.6
109 0.00000188010585909855 0.0000705648125408631 0.6
110 0.00000161491379603853 0.0000457461257893158 0.6
111 0.000000164036154270304 0.0000326558937699612 0.6
112 0.0000000000130443455291698 0.00000828712031624504 0.6
113 0 0.000000710692525357466 0.6
114 0 0.00000580105564526176 0.6
115 0 0.00000552209279218958 0.6
116 0 0.00000767525053185784 0.6
117 0 0.0000100394437755442 0.6
118 0 0.00000734066971980735 0.6
119 0 0.00000808233886193667 0.6
120 0 0.00000431944756444474 0.6
121 0 0.00000235449959124355 0.6
122 0.00000000000343268265542064 0.00000441887929231057 0.6
123 0.000000000417114706334274 -0.00000412439566190098 0.6
124 0 -0.00000247478323584106 0.6
125 0 -0.00000297885571037029 0.6
126 0.0000000000242732904867321 -0.00000180738134099624 0.6
127 -0.0000000000208406078313117 -0.00000118679749280246 0.6
128 0 -0.00000144147656437849 0.6
129 0.000000000308941438987857 0.00000109444213060159 0.6
130 0.0000000238172053151633 0.00000464281388622648 0.6
131 0.000000205562068941232 0.0000769506339755539 0.6
132 0.0000069323947320634 0.0000751861904802618 0.6
133 0.00000912046452118471 0.0000492412389667761 0.6
134 0.00000713698636123294 0.0000289352172535737 0.6
135 0.00000245339180358419 0.0000156734836401166 0.6
136 0.000000342382636977818 0.00000624320497748039 0.6
137 0.000000169439779726577 0.0000043144047225164 0.6
138 0.0000000694874986447673 0.00000187972854584591 0.6
139 0 -0.00000148138695365304 0.6
140 0 -0.00000162099699582175 0.6
141 0 -0.00000210580444519478 0.6
142 0.0000000000130443455291698 -0.000000312630071329001 0.6
143 0 -0.0000000421405537347061 0.6
144 0 0.00000151583857582242 0.6
145 0 0.00000344948295941104 0.6
146 0.00000000000171634132771032 0.00000333417580187515 0.6
147 0.00000000000171634132771032 0.00000348521508946322 0.6
148 0.00000000000686536531084127 0.00000227957657881464 0.6
149 0.0000000000345713384529939 0.00000157278333664645 0.6
150 0.000000000044869386419256 0.00000334997170871615 0.6
151 0.000000000410592533569689 -0.00000446666078792964 0.6
152 0.00000000000686536531084127 -0.00000612062753341324 0.6
153 0.00000000263630027936305 0.0000114518506999774 0.6
154 0.000000821651812358501 0.0000403506221996932 0.6
155 0.00000421065853006282 0.0000735155566929761 0.6
156 0.0000101231755096765 0.0000567103504488175 0.6
157 0.0000108988368783973 0.0000339620924314918 0.6
158 0.00000429603057218632 0.0000235355382437 0.6
159 0.0000000207329649263998 0.000049904566814513 0.6
160 0.00000000247360298691284 0.0000269769941576251 0.6
161 0.00000000109000666306504 0.000018784745278743 0.6
162 0.000000000604778857463551 0.0000122441217752439 0.6
163 0.000000165608695219794 0.0000205277225341732 0.6
164 0.00000101950769318639 0.0000543384864005995 0.6
165 0.000000105754699633037 0.0000729015237521356 0.6
166 0.00000044792825028685 0.00005563210083937 0.6
167 0.000000613105849704903 0.0000340661454370586 0.6
168 0.000000440959100030095 0.0000143185502004792 0.6
169 0.00000052770785563018 0.0000132445835103363 0.6
170 0.000000808724420673872 0.0000183841730203421 0.6
171 0.000000648503342251991 0.0000116834369261489 0.6
172 0.000000340661124943807 0.0000048041796413469 0.6
173 0.000000232743238058263 0.00000258650060116449 0.6
174 0.000000152541793570285 0.00000133413263780303 0.6
175 0.0000000515080949914229 -0.000000203719096869841 0.6
176 0.0000000616335535544983 -0.000000659222409010963 0.6
177 0.00000343663858113785 0.0000047517122507438 0.6
178 0.00000740719854699753 0.00000805886906460357 0.6
179 0.0000259486741284797 0.0000265946698062633 0.6
180 0.0000328099070380205 0.0000286819968924269 0.6
181 0.00003742966331823 0.0000175498921023865 0.6
182 0.0000287173192165149 0.0000101845217706311 0.6
183 0.0000111137856591018 0.0000040548837181033 0.6
184 0.00000043812176848527 0.000000362693975597275 0.6
185 0.0000000591698318934401 -0.000000311936913576141 0.6
186 0.0000000854367929999608 0.0000000981422990641452 0.6
187 0.000000451758837051888 0.00000110800422324127 0.6
188 0.0000000261381258060698 0.000000209738540994039 0.6
189 0 -0.00000105691292033061 0.6
190 0 -0.00000127676966726943 0.6
191 0 -0.00000301914348431917 0.6
192 0 -0.00000287545602410258 0.6
193 0 -0.00000265434795305925 0.6
194 0 -0.00000204576988558265 0.6
195 0 -0.0000022587508045244 0.6
196 0 -0.00000284047239479387 0.6
197 0 -0.00000256518029291263 0.6
198 0 -0.00000214175331334243 0.6
199 0 -0.00000165797949250811 0.6
200 0 -0.00000133249693391279 0.6
201 0.00000011614360623991 0.000000024817719231673 0.6
202 0.00000114004629017499 0.00000037556599103111 0.6
203 0.00000894983042685407 0.00000835120913341153 0.6
204 0.0000145482402194803 0.0000126970298171969 0.6
205 0.0000149110075558508 0.0000111682304428681 0.6
206 0.00000936322308211991 0.00000626618666427249 0.6
207 0.00000334518318570515 0.00000215377765530216 0.6
208 0 -0.00000427979703704633 0.6
209 0 -0.00000745036538159439 0.6
210 0 -0.0000170783835532754 0.6
211 0 -0.0000153778587259336 0.6
212 0 -0.0000121037219798612 0.6
213 0 -0.00000895881175049528 0.6
214 0 -0.00000740888069251364 0.6
215 0 -0.00000589440013094734 0.6
216 0 -0.00000810485765496066 0.6
217 0 -0.000015299998565083 0.6
218 0 -0.0000175470955455959 0.6
219 0 -0.0000134610608401339 0.6
220 0.00000000216945543822584 -0.00000930546158246529 0.6
221 0.0000000714525536981468 -0.000000647547318265949 0.6
222 0.000000440729294474234 0.00000497213952156489 0.6
223 0.00000070126073409711 0.0000104883264249426 0.6
224 0.000000105477869965458 0.0000283262143525771 0.6
225 0.00000000817619110355256 0.0000296519965787778 0.6
226 0.000000823873810555088 0.0000394861956344846 0.6
227 0.00000238392814313049 0.0000667255460120207 0.6
228 0.00000563888861300463 0.0000791587208914273 0.6
229 0.00000474611641237185 0.0000763716435835332 0.6
230 0.00000573934805048362 0.0000444480019282693 0.6
231 0.0000027216375131672 0.0000195105698742439 0.6
232 0.000000232751032806182 0.00000447836707430402 0.6
233 0.0000000285322979934764 0.0000019047071375762 0.6
234 0.0000000307950497421585 0.0000185758026470226 0.6
235 0.0000000224137010404374 0.0000279393271945093 0.6
236 0.000000000924457209304637 0.0000320153890306882 0.6
237 0.00000000047252665261858 0.0000250033330379765 0.6
238 0.000000000924457209304637 0.0000264064936148013 0.6
239 0.0000000000485465809734641 0.0000180608195426746 0.6
240 0 0.00000825245633274916 0.6
241 0 0.0000064786606781945 0.6
242 0.0000000000657099942505672 0.00000342620415536054 0.6
243 0.0000000000137307306216825 0.00000119658039160741 0.6
244 0.00000000000343268265542064 -0.00000123837223816028 0.6
245 0.0000000000102980479662619 -0.0000014554305373721 0.6
246 0 0.0000025589256355863 0.6
247 0.00000000000343268265542064 0.00000887316993829964 0.6
248 0 0.0000110857196100182 0.6
249 0.00000000650507891072724 0.0000201182193667224 0.6
250 0.00000000161225530554718 0.0000266186337018956 0.6
251 0.00000000319769489210527 0.0000309006236371117 0.6
252 0.0000000116778666344815 0.0000417545578205443 0.6
253 0.0000000117615722583531 0.0000398234118656873 0.6
254 0.0000000181305301589589 0.0000483956085849596 0.6
255 0.000000665063801138055 0.0000571267628379429 0.6
256 0.000000347251692340147 0.0000413860251514553 0.6
257 0.000000309057962905465 0.0000332642759979669 0.6
258 0.000000193202025610276 0.0000541335559308186 0.6
259 0.00000020904100204145 0.0000609610531760844 0.6
260 0.000000181264773476325 0.0000655696459478606 0.6
261 0.000000178411406796975 0.0000682238339463025 0.6
262 0.000000180517009225733 0.0000628233941200152 0.6
263 0.00000030635438739143 0.000056392069319251 0.6
264 0.000000552717803335711 0.0000485912164340324 0.6
265 0.000000304988994971283 0.0000316391357107491 0.6
266 0.000000150127236600031 0.0000351690368856403 0.6
267 0.00000000103046238792547 0.0000392176894917948 0.6
268 0.000000000691798161923897 0.0000330024561845064 0.6
269 0.000000000465832883580867 0.0000266120000449456 0.6
270 0.000000001092970643342 0.0000335728023206235 0.6
271 0.0000000225960190620967 0.0000226160938029766 0.6
272 0.0000000661654248596091 0.0000360545437950406 0.6
273 0.000000622900381529741 0.0000434341887487806 0.6
274 0.000000952017797939252 0.0000636648368698183 0.6
275 0.000000211330711493011 0.0000627260235804373 0.6
276 0.00000000547093257490593 0.0000684020875439569 0.6
277 0.0000000325053253411446 0.0000758979454208303 0.6
278 0.00000110257280193099 0.0000596196944318442 0.6
279 0.00000084859464372729 0.0000714610928087975 0.6
280 0.000000130505062221574 0.0000445537698024026 0.6
281 0.0000000862381099814027 0.0000212588416474872 0.6
282 0.000000136261977124812 0.0000305415607990972 0.6
283 0.0000000679273481536106 0.0000426616237537074 0.6
284 0.00000000209769377448028 0.0000504448918351774 0.6
285 0.0000000153325598727413 0.0000243865963461995 0.6
286 0.0000000254054073868394 0.0000387241243123266 0.6
287 0.00000007689611729166 0.0000323395802456945 0.6
288 0.000000154512594837469 0.0000465007227165066 0.6
289 0.0000000732772072176271 0.000047468686932288 0.6
290 0.0000000268935867583347 0.0000607744825086785 0.6
291 0.00000000648061788757369 0.000065336112126039 0.6
292 0.0000000147667374212829 0.0000637622794613093 0.6
293 0.0000000374547943802375 0.0000721116623124286 0.6
294 0.0000000091220107288903 0.000050198421594915 0.6
295 0.000000000281034032081079 0.0000384743327228923 0.6
296 0.000000000924800401850894 0.0000457665244842929 0.6
297 0.00000000278023699322475 0.0000607156890533388 0.6
298 0.00000000691763842669265 0.0000721856325760066 0.6
299 0.0000000107194257911691 0.0000850115019242344 0.6
300 0.0000000762046211882925 0.000100487226157876 0.6
301 0.000000667402672993493 0.0000861005088294303 0.6
302 0.00000104933636449391 0.0000799653786670343 0.6
303 0.000000677298685442195 0.0000568179148158842 0.6
304 0.000000100275530109587 0.0000362776542140724 0.6
305 0.0000000108122399539577 0.000030443684166058 0.6
306 0.00000000387832171712275 0.0000254412968463317 0.6
307 0.00000000361620663972538 0.0000215518903637991 0.6
308 0.0000000053945925957123 0.0000122641892132853 0.6
309 0.00000000949897481329601 0.00000846445718546062 0.6
310 0.0000000112782981740399 0.00000569924872804366 0.6
311 0.00000000358781051599109 -0.00000224767382576862 0.6
312 0.00000000618306373894158 0.00000199948937594254 0.6
313 0.0000000126785063012848 0.0000075368220892703 0.6
314 0.0000000181821093945319 0.00000584032557952941 0.6
315 0.0000000265112182303774 0.0000053701298742366 0.6
316 0.00000000448929398239827 -0.000000307990329449503 0.6
317 0.0000000152007049485701 0.00000172422366841272 0.6
318 0.0000000265634202212619 0.00000341747691816836 0.6
319 0.00000000877603130362695 0.000000321681376453069 0.6
320 0.0000000076656122764529 -0.000000980174718638057 0.6
321 0.000000401421755364157 0.0000116305351291123 0.6
322 0.00000309376931816718 0.0000471755673914294 0.6
323 0.0000115085704623152 0.0000917967795136298 0.6
324 0.0000318355876840097 0.0000760256313789393 0.6
325 0.0000473804384927479 0.0000364102856444701 0.6
326 0.0000402774506339658 0.0000186566321763145 0.6
327 0.0000220251015840018 0.0000104139614241831 0.6
328 0.00000587198393595918 0.00000592676690890522 0.6
329 0.000000886034127586102 0.0000234337307289542 0.6
330 0.000000167541996981423 0.0000260737885411973 0.6
331 0.0000000440021312829374 0.0000183687563250415 0.6
332 0.0000000141457157333391 0.0000142878133412126 0.6
333 0.0000000145881784733293 0.0000108423127509139 0.6
334 0.0000000225986091323554 0.0000102002494638202 0.6
335 0.0000000740342177036807 0.0000213074190781754 0.6
336 0.0000000933753112524691 0.0000247810408405025 0.6
337 0.0000000735935803407889 0.0000367651220135918 0.6
338 0.0000000544007157047342 0.0000313972303852943 0.6
339 0.0000000716731665541337 0.0000375876694211785 0.6
340 0.000000123378040743368 0.0000413811757799658 0.6
341 0.000000292183348673191 0.0000456868368725154 0.6
342 0.000000552511795450895 0.0000461804490898685 0.6
343 0.000000681644953879781 0.0000325415702124537 0.6
344 0.00000129269390721809 0.0000311057618673103 0.6
345 0.00000381608249081393 0.000026899474576821 0.6
346 0.00000690441146057168 0.000021665746606657 0.6
347 0.00000845102219926586 0.0000235548442277303 0.6
348 0.0000066648642027985 0.0000177851375001626 0.6
349 0.00000800552366494514 0.0000148863327369615 0.6
350 0.00000511708092734913 0.0000129644875174015 0.6
351 0.00000310797695418546 0.0000117527769085628 0.6
352 0.00000136062173363107 0.00000895428997271413 0.6
353 0.000000727661551061098 0.00000810097689205383 0.6
354 0.000000611182742133029 0.00000674766309947936 0.6
355 0.000000466863725690778 0.00000502727811404473 0.6
356 0.000000288589919827131 0.00000296461112596006 0.6
357 0.000000322924270668148 0.0000033483699226251 0.6
358 0.000000137745684208322 0.00000156419658720579 0.6
359 0.000000137714022536907 -0.000000664459864729266 0.6
360 0.0000000449133710565187 -0.00000389888627241191 0.6
361 0.000000196522504020786 -0.000000764136207032052 0.6
362 0.0000016657245975511 0.00000192346588372733 0.6
363 0.000000420627295930488 0.00000303418122747961 0.6
364 0.00000037266195445876 0.00000335239178833902 0.6
365 0.000000365949615163904 0.00000334997949014151 0.6
366 0.000000190842653761005 0.00000199301526933026 0.6
367 0.000000213641718630855 -0.000000079857421792309 0.6
368 0.000000605933535088549 0.0000025303753213348 0.6
369 0.00000358676162498199 0.00000361094606220216 0.6
370 0.00000523439878790325 0.00000930234382640795 0.6
371 0.0000152314548475161 0.0000172369577844197 0.6
372 0.0000213830679520184 0.0000300017298710842 0.6
373 0.000016117703835779 0.0000311262493831381 0.6
374 0.0000131627876282984 0.0000317836435969419 0.6
375 0.00000513607713588239 0.0000254537824035464 0.6
376 0.00000150221881136368 0.0000179730690146572 0.6
377 0.000000446440712175853 0.0000112914304599475 0.6
378 0.000000537675541463145 0.000013871028491744 0.6
379 0.00000066272315659181 0.0000177847209446739 0.6
380 0.000000591136813853365 0.000018140097401871 0.6
381 0.000000673177711246374 0.0000184829636729066 0.6
382 0.00000048152469380924 0.0000142219133924866 0.6
383 0.000000642682115848786 0.0000167913994535556 0.6
384 0.000000583525296416911 0.0000128875618611569 0.6
385 0.000000312234643316772 0.00000805293126647213 0.6
386 0.000000201584979883173 0.00000563584512771814 0.6
387 0.000000190446049741291 0.00000247030259558045 0.6
388 0.000000272223548870822 0.00000462114262899034 0.6
389 0.000000186404757886483 0.00000421226881402699 0.6
390 0.000000272842066706172 0.00000420127167740041 0.6
391 0.000000202585528492419 0.00000501390375577049 0.6
392 0.00000300844556419679 0.0000030464424293005 0.6
393 0.00000349940272672888 0.0000113654729991187 0.6
394 0.0000115828433629241 0.0000247669944567661 0.6
395 0.0000183849760656419 0.0000323241752807487 0.6
396 0.0000218797038425379 0.0000354441365450894 0.6
397 0.0000208760227776041 0.0000367530448739354 0.6
398 0.0000152421368943797 0.0000346748705129454 0.6
399 0.00000818420618378501 0.0000248410985681591 0.6
400 0.00000137931633600043 0.0000140575385113073 0.6
401 0.000000242291243687599 0.00000571679242768095 0.6
402 0.00000019155219945933 -0.000000467609988325609 0.6
403 0.0000000766518999204298 -0.0000086403411703762 0.6
404 0.0000000476284728876596 -0.00000332421838064569 0.6
405 0.0000000356624440280057 -0.00000319182576887443 0.6
406 0.0000000206877050535777 -0.00000300587469757722 0.6
407 0.00000000264905500885678 -0.00000289281768667771 0.6
408 0.000000000367776551855189 -0.00000276705934602141 0.6
409 0.0000000125720462544035 -0.00000253475593038699 0.6
410 0.00000000318676992426657 -0.00000273260101649958 0.6
411 0.0000000236575902376316 -0.00000280054917308545 0.6
412 0.000000178679310184006 -0.00000192713975053146 0.6
413 0.000000281338764264508 -0.000000247327150056813 0.6
414 0.000000292835612977464 0.000000088309140662414 0.6
415 0.000000247577844721783 -0.000000729040969215223 0.6
416 0.0000005184798795725 0.00000093197272217688 0.6
417 0.0000076450642976706 0.0000044962847183405 0.6
418 0.00000989824473518719 0.0000263707707600452 0.6
419 0.0000154524482427246 0.0000393533382298236 0.6
420 0.0000238680023332693 0.0000355665532841815 0.6
421 0.0000239597005807524 0.0000415343692214335 0.6
422 0.0000189406632122267 0.0000328542233239532 0.6
423 0.00000937717938503687 0.0000212648077539847 0.6
424 0.00000145501631782331 0.00000822504193562606 0.6
425 0.000000277628991999247 0.00000145740803212177 0.6
426 0.000000282793832349562 -0.000000695131615151204 0.6
427 0.00000026156037907086 -0.00000245436248430676 0.6
428 0.000000306365712377089 -0.00000284390353666413 0.6
429 0.000000278917245463595 -0.00000221123384622219 0.6
430 0.00000029900900400742 -0.00000176387862389546 0.6
431 0.000000321324173055766 -0.00000133451036100396 0.6
432 0.000000335340603388658 -0.000000953803216702491 0.6
433 0.00000033042557172116 -0.00000087259360327775 0.6
434 0.000000270860791532982 -0.00000163099342132914 0.6
435 0.000000264217603771118 -0.00000161990432546677 0.6
436 0.0000000460212832227904 -0.00000140535225611933 0.6
437 0.0000000405492284266763 -0.00000141228920853024 0.6
438 0.000000000211990035822558 -0.00000131049325155606 0.6
439 0.000000000458795921996898 -0.00000120860891482694 0.6
440 0.000000000478705632836909 0.00000022752573600891 0.6
441 0.0000000924403729387084 0.00000255630071088127 0.6
442 0.00000756566139891998 0.00000466810499833952 0.6
443 0.0000000182221431273714 0.0000319560119945657 0.6
444 0.0000000245178915705594 0.0000331686046957958 0.6
445 0.0000000213843357840321 0.0000246262887393838 0.6
446 0.0000000182283221075898 0.0000172979207652378 0.6
447 0.00000162785072668017 0.0000138446991408932 0.6
448 0.000000269846371488263 0.0000070810896746525 0.6
449 0.0000000629390677825703 0.000000291732540358182 0.6
450 0.0000000000485465809734641 -0.000000944515381720225 0.6
451 0 -0.00000093165509786415 0.6
452 0.000000000417114706334274 -0.000000815087815371119 0.6
453 0.000000000423636879098859 -0.000000680426612093311 0.6
454 0.000000000465661287307739 -0.00000063151717599413 0.6
455 0 -0.000000265083481481538 0.6
456 0.000000000417114706334274 0.000000127302648298937 0.6
457 0.000000000164159779756464 0.0000000619781290828114 0.6
458 0.000000000160812895237608 -0.000000295348416012533 0.6
459 0.000000000119676408209227 0.0000000453415964322398 0.6
460 0.00000000021525112220485 0.000000221395468053537 0.6
461 0.000000000208557353167137 0.000000249166860141379 0.6
462 0.000000000437955314165586 0.000000156672534510271 0.6
463 0.00000000000686536531084127 -0.000000161745395635944 0.6
464 0.000000000423636879098859 0.000000212320579810036 0.6
465 0.00000000229932637385899 0.000000559321818988812 0.6
466 0.000000544544044990484 0.00000224178518136919 0.6
467 0.0000000201246076982822 0.0000177467524054184 0.6
468 0.0000000320484542033896 0.0000404609561352747 0.6
469 0.0000000316531110018781 0.0000336842677740642 0.6
470 0.0000000251983352776939 0.0000285305088798163 0.6
471 0.0000000120006867636685 0.0000208517628627452 0.6
472 0.00000000229314739364066 0.0000115988236884343 0.6
473 0.00000000000652217276458491 0.00000286109458334664 0.6
474 0.000000000452273749232313 -0.000000517455450599575 0.6
475 0 -0.00000330824712000298 0.6
476 0.00000000102337242284151 -0.00000254443977199961 0.6
477 0.00000000000686536531084127 -0.00000219447842098083 0.6
478 0.000000000458795921996898 -0.00000140017155536185 0.6
479 0.000000000423980071645116 -0.0000000939787118552158 0.6
480 0.000000000465661287307739 0.000000692808419971096 0.6
481 0.0000000438942240205118 0.000000926191606054619 0.6
482 0.000000182712234213575 0.000000936536453614685 0.6
483 0.00000000022232454160165 0.000000936799318942295 0.6
484 0.000000000441387996821007 0.0000000766101149898102 0.6
485 0.0000000219422265584552 0.000000354128784153509 0.6
486 0.0000000292143201407468 0.000000609497032264684 0.6
487 0.0000000012611273781497 0.000000424658930322487 0.6
488 0.000000000479048825383165 0.0000010329563194532 0.6
489 0.00000000275846548840211 0.00000161733513356338 0.6
490 0.00000000724766711373648 0.0000167252125997086 0.6
491 0.0000000124529605129007 0.0000210123301066112 0.6
492 0.0000000156494799961159 0.0000215005352917744 0.6
493 0.0000000174980512221787 0.0000231794822562571 0.6
494 0.0000000101869313879571 0.0000221661845265154 0.6
495 0.00000000867981001855772 0.0000203685296474865 0.6
496 0.00000000227975985556523 0.0000159305093163291 0.6
497 0.000000000465318094761483 0.00000958590547691329 0.6
498 0.000000000465661287307739 0.0000080103730601019 0.6
499 0.000000000876253820877429 0.00000719385971629441 0.6
500 0.0000000000133875380754262 0.00000369716029318595 0.6
501 0.000000000458795921996898 0.00000240277152902566 0.6
502 0.0000000000133875380754262 0.000000732352067019223 0.6
503 0.000000000458795921996898 -0.0000019470314702441 0.6
504 0.00000000000686536531084127 -0.00000433287798276103 0.6
505 0.000000000333529711470757 -0.00000311042543471049 0.6
506 0.000000000333529711470757 -0.00000267001864011385 0.6
507 0.000000000225671426120506 -0.00000364595240308096 0.6
508 0.000000000441387996821007 -0.00000339669600210108 0.6
509 0.000000000229397960998449 -0.0000030756956534373 0.6
510 0.000000000236091730036162 -0.00000275681377923533 0.6
511 0.00000000039644569477609 -0.0000038990559427343 0.6
512 0.0000000000550687537380489 -0.00000459528416471227 0.6
513 0.00000000360573924659981 0.000000666034914115446 0.6
514 0.0000153618767332485 0.0000062946729772477 0.6
515 0.0000000269831105907251 0.0000462179730753241 0.6
516 0.0000000361774716701106 0.0000417656452303588 0.6
517 0.0000000380329082614847 0.0000395485747676043 0.6
518 0.000000030194536213452 0.0000334756105662323 0.6
519 0.0000000142253778654956 0.0000236441873231382 0.6
520 0.00000000182748610633292 0.0000119683089375302 0.6
521 0.000000000459139114543154 0.0000073839770551405 0.6
522 0.000000000417114706334274 0.000000757222857693602 0.6
523 0 -0.00000156350405984668 0.6
524 0.000000000417114706334274 -0.0000044601042232199 0.6
525 0.0000000000550687537380489 -0.00000192076593638469 0.6
526 0.000000000465661287307739 -0.000000290332899854417 0.6
527 0.000000118410677835235 0.00000142359845992971 0.6
528 0.00000103745740180282 0.00000180242309950954 0.6
529 0.00000000838850535605453 0.00000586393904298226 0.6
530 0.000000000161671065901463 0.0000142178642347437 0.6
531 0.000000000345984879098512 0.0000113259359186417 0.6
532 0.0000000000171140729533688 -0.000000979709999094018 0.6
533 0.000000000205296266784844 -0.0000113634998705684 0.6
534 0.00000000000326108638229245 -0.000018541086101327 0.6
535 -0.000000000187716745335825 -0.0000160813923191989 0.6
536 0 -0.0000087106331203307 0.6
537 0.00000136542290861839 -0.00000650141763457709 0.6
538 0.00000483952952457453 -0.00000410897561758228 0.6
539 0.000000354313324249703 -0.0000160452111844345 0.6
540 0.00000161117633826479 -0.00000630763807038848 0.6
541 0.000000709270161700717 -0.0000136748099304924 0.6
542 0.000000469157858785805 -0.0000151225073735167 0.6
543 0.000000217197261741612 -0.0000175669939863366 0.6
544 0.00000000115415907067946 -0.0000224758210240967 0.6
545 0 -0.0000213435243660368 0.6
546 0 -0.0000124577600546435 0.6
